movie_id,avg_sentiment_score,num_reviews,normalized_sentiment
tt32547691,0.88298625,55,0.8597989
tt32565993,0.93181664,55,0.91906184
tt32612507,0.6619294,58,0.5915137
tt32767294,0.88108504,55,0.8574915
tt32820897,0.91348535,51,0.8968141
tt32897959,0.62847376,54,0.5509103
tt32916440,0.8569579,55,0.8282097
tt33035373,0.77834225,70,0.7327979
tt33043892,0.91947997,47,0.90408945
tt33071426,0.6601102,71,0.58930576
tt33100314,0.9519553,55,0.94350314
tt3315342,0.87265426,63,0.8472595
tt33175825,0.9300367,120,0.91690165
tt33204276,0.7291892,50,0.67314345
tt3322312,0.89364946,56,0.8727403
tt33253070,0.65732306,53,0.5859232
tt33265765,0.96888536,59,0.96405023
tt33296751,0.82782376,55,0.7928511
tt33311069,0.7806005,38,0.7355386
tt33332385,0.9888572,56,0.988289
tt33397980,0.33938116,53,0.20005356
tt33538438,0.76459986,54,0.71611947
tt33546863,0.89566976,57,0.8751922
tt33612209,0.5981072,53,0.51405597
tt33763941,0.72896713,51,0.6728739
tt33852162,0.69075936,57,0.6265031
tt33978029,0.79341084,53,0.7510859
tt3398228,0.9380435,55,0.92661905
tt3398540,0.93836546,61,0.9270098
tt3428912,0.9347568,58,0.9226302
tt34378301,0.33416253,54,0.19371998
tt34379307,0.7400912,47,0.6863746
tt34385135,0.87731665,36,0.852918
tt34459219,0.85149884,59,0.8215843
tt34611082,0.75602525,58,0.7057129
tt34675596,0.6457916,47,0.571928
tt34685692,0.7170698,55,0.65843475
tt34809853,0.97013646,31,0.9655686
tt34991493,0.93757933,58,0.9260557
tt3526078,0.9178762,65,0.902143
tt3530232,0.92657167,55,0.9126963
tt35495073,0.9494733,53,0.94049084
tt35672862,0.63585895,54,0.55987334
tt35674465,0.96636164,56,0.9609873
tt35728748,0.7070563,22,0.64628184
tt35768911,0.90806556,24,0.8902364
tt3581652,0.91093904,3,0.8937238
tt3581932,0.8586977,66,0.8303212
tt35823838,0.7402389,38,0.68655384
tt35946742,0.7477147,35,0.69562685
tt35992024,0.37666634,14,0.24530466
tt36022742,0.56827253,50,0.47784716
tt36042156,0.8813457,55,0.8578079
tt36118374,0.60726666,49,0.52517235
tt36331860,0.34920052,56,0.2119708
tt36460202,0.7563866,38,0.7061514
tt36594331,0.9579822,52,0.9508176
tt36639436,0.89274126,11,0.87163806
tt36849871,0.48259437,54,0.37386402
tt36926359,0.56020826,16,0.46806
tt36988358,0.9438934,65,0.93371874
tt3718778,0.91207755,53,0.89510554
tt37287335,0.8560855,58,0.8271508
tt37458112,0.8079949,56,0.76878583
tt3748528,0.9148997,60,0.89853066
tt3774694,0.6809945,53,0.614652
tt37961742,0.7415907,6,0.68819445
tt3823392,0.96872365,40,0.96385396
tt38906892,0.82790136,2,0.79294527
tt3895150,0.94767034,66,0.93830264
tt39139925,0.96681184,53,0.9615337
tt39163015,0.99351674,2,0.99394405
tt3960394,0.7762427,56,0.73024976
tt4009460,0.37059227,54,0.23793286
tt4016934,0.87918085,54,0.8551805
tt40385200,0.6306231,44,0.55351883
tt4061080,0.8605742,36,0.83259857
tt4063800,0.9437394,53,0.9335319
tt40792117,0.7645587,55,0.7160695
tt4082744,0.9011122,52,0.88179743
tt4093826,0.8473608,56,0.8165622
tt41087705,0.28486955,9,0.13389565
tt41367695,0.7455397,44,0.6929872
tt4154756,0.8818896,130,0.85846794
tt4154796,0.77561784,122,0.7294914
tt4158110,0.9179207,51,0.90219706
tt41604789,0.31556326,16,0.17114702
tt41635245,0.85802144,53,0.82950044
tt42178219,0.50682455,57,0.40327093
tt4236770,0.8865215,69,0.8640895
tt42873612,0.23364577,56,0.07172799
tt4288182,0.9142102,58,0.8976938
tt4299972,0.91999257,63,0.90471154
tt4357198,0.7207662,57,0.66292083
tt4384086,0.8551374,60,0.8260002
tt4430212,0.8441808,54,0.8127028
tt4435072,0.24895358,53,0.09030629
tt4508902,0.9390673,55,0.9278616
tt4574334,0.8966604,69,0.8763945
tt4633694,0.89982283,102,0.88023263
tt4667094,0.4110426,55,0.28702533
tt4729430,0.9182815,57,0.9026349
tt4742876,0.9387557,56,0.9274834
tt4770018,0.5498851,59,0.4555313
tt4786824,0.8987755,54,0.87896156
tt4815122,0.6522907,50,0.5798157
tt4834232,0.96824086,58,0.96326804
tt4846232,0.8433039,72,0.81163853
tt4877122,0.4907627,58,0.38377753
tt4934214,0.92426705,59,0.9098993
tt5027774,0.87993735,55,0.85609865
tt5057054,0.8763328,56,0.851724
tt5074352,0.91389734,106,0.89731413
tt5177120,0.7318595,56,0.6763842
tt5182866,0.9448665,54,0.93489975
tt5189670,0.8872363,66,0.864957
tt5290382,0.90606135,56,0.887804
tt5311514,0.9250687,112,0.91087216
tt5323662,0.9084087,72,0.89065284
tt5421602,0.8951066,51,0.8745088
tt5442430,0.7210368,30,0.66324925
tt5491994,0.95623815,60,0.94870096
tt5555260,0.9502156,54,0.9413917
tt5607616,0.9360531,50,0.9242034
tt5619332,0.61469704,54,0.5341902
tt5622316,0.9519039,60,0.9434407
tt5675620,0.8846657,71,0.8618372
tt5687612,0.8910481,55,0.86958313
tt5690360,0.41506124,58,0.29190254
tt5697572,0.42031685,56,0.298281
tt5712554,0.94694585,54,0.93742335
tt5753856,0.95235044,69,0.94398266
tt5788792,0.90419084,59,0.8855338
tt5834204,0.86654526,50,0.83984536
tt5851616,0.91873187,39,0.90318155
tt5897304,0.95209265,54,0.9436698
tt5950044,0.70787096,51,0.64727056
tt5989218,0.8079042,55,0.7686757
tt6019206,0.9629235,108,0.95681465
tt6025022,0.9192202,34,0.9037742
tt6038600,0.50583184,21,0.40206614
tt6108262,0.9221882,54,0.90737635
tt6257970,0.9016235,59,0.882418
tt6533240,0.6243135,54,0.5458612
tt6722400,0.7369441,59,0.6825551
tt6741278,0.954642,53,0.9467638
tt6751668,0.89548874,108,0.8749725
tt6763664,0.8649661,54,0.8379288
tt6769208,0.9071997,29,0.8891855
tt6966692,0.9074992,116,0.889549
tt7059844,0.24611415,52,0.08686022
tt7120662,0.8739199,60,0.8487956
tt7131622,0.8166368,70,0.77927405
tt7137906,0.9271839,53,0.91343933
tt7255568,0.33531925,52,0.19512384
tt7278862,0.9073571,55,0.8893766
tt7286456,0.8520132,102,0.8222085
tt7366338,0.94923735,59,0.94020444
tt7395114,0.8363236,55,0.8031669
tt7431594,0.20617528,56,0.038388483
tt7462410,0.6182577,55,0.5385116
tt7472896,0.94317126,59,0.9328424
tt7562112,0.9607917,58,0.9542274
tt7587890,0.82669735,56,0.791484
tt7608028,0.27531603,65,0.12230103
tt7653254,0.87960005,54,0.8556893
tt7660850,0.9015158,55,0.88228726
tt7668842,0.20519045,51,0.037193242
tt7678620,0.9250954,58,0.9109046
tt7772588,0.84598297,71,0.81488997
tt7908628,0.9295113,55,0.916264
tt7920978,0.93908244,53,0.92788
tt7923710,0.9466266,56,0.9370359
tt8036976,0.57801545,53,0.48967165
tt8041270,0.67251927,54,0.60436606
tt8108198,0.91085637,52,0.8936234
tt8111088,0.8654014,55,0.8384571
tt8267604,0.8883835,100,0.8663493
tt8366590,0.19471446,51,0.024479073
tt8398600,0.9152874,63,0.8990011
tt8420184,0.9423227,56,0.93181247
tt8503618,0.91466695,116,0.89824814
tt8579674,0.93479717,104,0.9226791
tt8595766,0.9439341,55,0.93376815
tt8637438,0.46862134,53,0.35690567
tt8772296,0.7945104,61,0.75242037
tt8819906,0.47962657,56,0.37026215
tt9054364,0.9263465,56,0.912423
tt9103932,0.8514454,53,0.8215194
tt9140342,0.9548997,56,0.9470766
tt9150192,0.6088586,57,0.5271044
tt9174558,0.93007505,59,0.91694814
tt9253284,0.90410316,55,0.8854274
tt9253866,0.9298038,58,0.91661894
tt9288030,0.9060731,56,0.8878182
tt9335498,0.93465245,55,0.92250353
tt9362722,0.8967652,104,0.8765217
tt9362736,0.6577436,54,0.58643353
tt9432978,0.9697103,53,0.9650514
tt9544034,0.8825751,50,0.8592999
tt9561862,0.8835302,58,0.8604591
tt9624766,0.36893377,58,0.23592003
tt9639470,0.7992462,51,0.7581679
tt9682428,0.6483943,57,0.5750868
tt9735318,0.9226275,58,0.90790945
tt9813792,0.77289635,55,0.7261885
tt9820556,0.3362381,55,0.19623898
